,roi_id,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa-bz,H3,M1,MU,NAT,NMDA,VAChT,mGluR5,vox_id,pls_x_score_0
2697,308.0,1.3358784,1.1487924,-0.29142526,-0.16688223,1.0722959,0.026686367,0.72674304,1.4437512,1.0382819,0.11075789,0.68550056,1.0777317,1.81977,0.9861284,1.1451174,0.61980253,0.8825064,-0.062792145,1.1711298,2697,4.838096416305435
2698,278.0,0.5960665,1.2885215,0.9959791,0.7067567,0.36953503,0.2848465,1.2593898,-0.27240473,0.7317394,-0.33095002,0.18784274,0.0047888095,0.29794145,0.2671584,0.6335553,-0.017405301,0.94273174,-0.021392873,0.7290351,2698,4.961078751321561
2700,267.0,0.27027267,1.2625982,-0.6944775,-0.69732404,0.7482043,-0.45183343,1.5509831,0.15577161,0.23603798,-0.3397075,-0.31322712,1.0732845,0.792119,0.17546986,0.65928954,0.58068717,0.27365115,-0.057250872,0.31245098,2700,6.375937167026278
2706,308.0,1.1811647,1.3519564,-0.21535148,-0.09701555,1.1078866,0.10629468,0.8992458,1.3593335,0.98847187,0.06585461,0.6460195,1.0813651,1.8005171,0.90234554,1.1126066,0.53028655,1.0271499,-0.07358105,1.2093593,2706,6.146358903601779
2710,273.0,0.32090625,1.2381165,-0.8139557,-0.8010399,0.94065726,-0.48092303,1.6027626,0.18458994,0.12585545,-0.34049752,-0.17236215,1.2951083,0.9197391,0.37316346,0.7004738,0.6575706,0.4181072,-0.09307348,0.30951628,2710,5.729558303960564
2717,308.0,1.0116192,1.2555864,0.72407746,0.96584624,1.1311225,0.70198566,1.147481,1.1084421,0.98331064,-0.024297561,0.60263896,0.91002053,1.505295,0.84508604,1.0195974,0.50164074,0.6052474,-0.11200902,1.1072,2717,6.4128325799841
2732,275.0,0.4014597,1.1289731,-0.2708493,-0.12169603,0.87131566,0.4380652,0.94885975,0.5557938,0.47308648,-0.12595609,0.40913227,-1.127613,0.7238875,1.0386243,0.68977684,-0.004566282,0.5345132,-0.2005565,0.72046804,2732,4.901137052662353
2733,275.0,0.4349596,1.0797493,0.5805774,0.88082415,0.87424463,0.89471674,0.9299697,0.37313735,0.18046659,-0.12581038,0.47493434,-0.73571795,0.8853189,0.8978969,0.5995289,0.0093998015,0.8640846,-0.13822852,0.7290754,2733,5.598045209398221
2738,283.0,0.22219658,1.4442432,0.84622586,0.5795764,0.25154665,0.12689622,1.6688426,0.46895862,0.022874432,-0.25133562,-0.38244122,1.6571443,0.6582349,0.82607603,0.8541291,-0.16601741,0.61512476,-0.1993212,0.32432196,2738,4.6279239637967775
2744,283.0,0.2152919,1.5366309,-0.12635845,-0.2185116,0.8212724,-0.17270654,1.230592,0.41176033,0.050720163,-0.24740103,0.04892737,-0.69515467,0.5536583,0.3316096,0.6975091,-0.19082773,0.26414353,-0.24238992,0.6205993,2744,5.541516081790699
2750,283.0,0.32167372,1.7412362,-0.30900523,-0.37097573,0.6847789,-0.20422502,1.4832789,0.93778193,0.16390327,-0.18026131,-0.12313277,-0.84454894,0.94517785,0.73175675,0.9258107,-0.034470677,0.09191689,-0.31373754,0.74366885,2750,5.709000565025126
2752,283.0,0.12706694,1.3906121,0.7135455,0.48226893,-0.4441682,0.106196,1.5357068,0.88092476,0.07160441,-0.2642781,-0.42874634,1.5557225,0.6817447,1.0585713,0.87324953,-0.07713795,0.114111386,-0.23665595,0.4540272,2752,5.15944787543909
2755,283.0,0.45490617,1.7643994,0.27780026,0.117768064,0.61800694,0.086187184,1.6982255,1.2901198,0.3554625,-0.16934834,-0.123619944,0.2863573,0.8877858,0.9216009,1.0415461,0.08431327,0.42180938,-0.3202345,0.6101418,2755,5.387473557861683
2756,283.0,0.3697498,1.6539235,-0.35217133,-0.4160149,0.24327415,-0.19133833,1.710357,1.3564167,0.12585545,-0.16747597,-0.21866727,-0.91287464,1.0443385,1.1244034,1.0273025,0.039672703,0.5271971,-0.33792496,0.6800838,2756,5.147904817451974
2760,283.0,0.68378,1.8334435,-0.386141,-0.43135038,0.48362008,-0.07202417,1.6833365,1.481102,0.21443354,-0.11332344,-0.1835729,1.4875941,0.8965828,1.0533634,1.1361375,0.45777982,0.63524234,-0.20289445,0.7757368,2760,4.354180629709049
2764,283.0,0.69758934,1.8959353,0.032887187,-0.06321727,0.2911478,0.071790144,1.7538133,1.5766622,0.16282307,-0.068363614,-0.24693789,1.4770007,0.8518378,1.1954676,1.1639428,0.35067225,0.7548698,-0.27592826,0.9304595,2764,4.624268464173519
2768,282.0,0.7200928,1.9851322,-0.047347188,-0.16002598,0.5101341,0.07529363,1.8492811,1.5711418,0.6983726,-0.013927559,-0.26399773,-1.064609,0.6384628,1.465584,1.2300491,0.09430763,0.4610637,-0.18865345,1.0768038,2768,5.256498778549915
2770,283.0,0.31476873,1.4190316,0.121505715,0.017731264,-0.54298043,-0.0021874756,1.5399041,1.4233843,-0.19064923,-0.15215087,-0.5198942,1.39605,0.6493193,1.297576,0.957073,-0.1928529,0.24766432,-0.4304074,0.64947104,2770,3.5808911812319493
2774,285.0,0.32857808,1.5478275,-0.69979435,-0.703258,-0.22695659,-0.19952539,1.8086845,1.5432165,0.3063724,-0.074662186,-0.4131486,-1.3474584,0.6409261,1.4682771,1.0890012,0.24894089,-0.07849281,-0.30785957,0.808942,2774,4.494082820329476
2795,358.0,0.21605904,0.43037,-0.6015207,-0.6361054,-0.35641927,-0.7227929,-0.21655521,-0.50582725,-0.19028912,-0.053674378,-0.14262941,-1.320888,-0.33850938,0.3838689,-0.9784104,0.33500573,0.65895426,-0.5154696,0.16081317,2795,-3.520177351323507
2796,358.0,0.19432245,0.43522614,1.4073992,0.9303383,-0.5092042,-0.27777284,-0.233357,-0.35528433,-0.15884268,-0.06545146,-0.19868316,-0.3974626,-0.27354804,0.6110316,-0.8323533,0.0009860843,1.1046731,-0.49286786,0.19758461,2796,-3.761680367013839
2800,343.0,-1.2947636,-0.73387295,-0.42264572,-0.4736757,-1.779647,-0.74505115,-1.2415255,-0.027107826,-0.9130768,-0.28770912,-0.5354916,1.2350328,-0.6308862,0.7024727,-0.694551,-0.5123389,-0.30267802,-0.5538849,0.28322542,2800,-7.478749882619515
2809,343.0,-0.04989488,0.06412333,-0.773986,-0.7622777,-0.21310195,-0.836691,0.5755985,0.45994967,-0.20097128,0.05484547,-0.30640337,1.1377373,-0.19160764,1.0037045,-0.11619525,0.2991139,0.99786466,-0.51491934,0.41860285,2809,-4.969993895929184
2811,343.0,-0.50022644,-0.59352124,1.3251523,1.0363915,-1.2975819,-0.27216226,-0.23349749,0.63347524,-0.6679868,-0.100725695,-0.52574325,0.6419041,-0.48263288,0.8448093,-0.2949527,0.008361861,-0.18426915,-0.505433,0.6196359,2811,-5.419515680013356
2815,220.0,0.51704735,0.41790253,0.22731794,0.049580913,0.7601986,-0.037911296,0.31403732,-0.54438734,-0.16100308,-0.06917834,0.113267004,-0.7714426,-0.67528665,0.15291832,-0.87095296,0.31224182,0.81340873,-0.5168164,-0.1544857,2815,-3.3453694854163745
2817,358.0,0.71983737,0.575148,1.2208716,0.88829535,0.7236879,0.11100081,0.6554225,-0.049632087,0.15514149,-0.03526213,0.01821968,1.464371,-0.32473534,0.6195449,-0.51618654,0.0536862,1.0019482,-0.45375046,0.121481635,2817,-2.784549442398108
2823,351.0,-1.2975764,-0.8838894,-0.49637666,-0.48847812,-2.1780088,-0.7600293,-1.3745373,0.4642264,-0.8936328,-0.32368672,-0.8138098,1.2973148,-0.4718994,0.3660856,-0.6800176,-0.78661084,-1.7521232,-0.48648825,0.26894918,2823,-4.08648730395293
2831,351.0,0.13576165,0.8176398,-0.14327632,-0.15457009,0.24317901,-0.56242913,1.127378,0.816024,-0.016253589,0.16248241,-0.49990973,1.0550505,0.14928111,0.72186464,0.15364115,0.22467136,0.8910157,-0.41431913,0.5416839,2831,-1.059972441576529
2832,351.0,-0.87869906,-0.78728044,0.60398847,0.5458024,-1.3978256,-0.46488035,-0.1794252,0.65501606,-0.60389364,-0.14676492,-0.7962625,-0.0902302,-0.38895148,0.6323074,-0.4635805,-0.010275692,-0.32455373,-0.43324816,0.3483959,2832,-2.5807735583805784
2836,357.0,0.17514303,0.041209877,-0.7473954,-0.6217347,0.68915397,-0.15022202,0.20341289,-0.49463516,0.24455985,0.088933304,0.37062585,0.28566185,-1.5029153,0.3763596,-0.9351151,0.4704972,-0.11950222,-0.49778354,-0.7505679,2836,-4.248189445686035
2838,359.0,0.47024983,0.3391085,0.62186784,0.46918368,0.5008919,-0.15787482,-0.1832609,-0.72520465,0.66068476,-0.07788733,0.2741164,1.4287126,-0.8127163,-0.048723444,-0.53116703,-0.98907006,0.6237665,-0.3053689,-0.24520548,2838,-3.9897383719104464
2840,351.0,0.392765,0.7445532,-0.42053872,-0.43505943,0.7551102,-0.42374438,1.058238,0.40020898,0.17890634,0.06916552,-0.2971422,0.72394776,-0.28968394,0.23309733,0.15963878,0.24774282,0.8066058,-0.4584109,0.17337538,2840,-0.2639632695802244
2841,351.0,0.31451333,0.8111218,-0.74918777,-0.7327158,0.72660476,-0.5566813,1.2925636,0.540547,-0.0005303131,0.13793102,-0.40876192,0.76945776,-0.06597473,0.5087273,0.17798397,0.43447098,1.0198883,-0.3539593,0.33766916,2841,0.40864444044003645
2842,351.0,0.051116567,0.82356495,1.162147,0.9857893,0.4149241,-0.24716666,1.2259948,0.66376483,-0.04553951,0.14902507,-0.6383376,0.9974773,-0.017804202,0.7541511,0.14987017,0.54531455,0.73856753,-0.32660607,0.49932852,2842,0.150493955395278
2848,357.0,0.19253244,-0.09461731,-0.75459516,-0.63861936,0.5347668,-0.2174545,-0.063476175,-0.6614483,0.270125,0.0050742757,0.4466637,0.45721304,-1.5781891,-0.008876192,-0.8277004,0.18271938,-0.14477184,-0.4068271,-0.8885498,2848,-5.013193585193344
2853,359.0,0.34315428,0.21510309,-0.8582234,-0.83468336,0.28426632,-0.61927235,-0.3446049,-1.0630391,0.8111955,-0.079882115,0.3901228,1.2833097,-0.85219,-0.25456828,-0.47456598,-1.2116702,0.4898933,-0.2970602,-0.3380326,2853,-4.735727078938711
2854,359.0,0.3464789,0.26278743,-0.8376442,-0.8167222,0.39914677,-0.64420396,-0.0023260298,-0.88495183,0.70749426,-0.05869478,0.37257546,1.068315,-0.68621284,-0.07285193,-0.28375545,-1.2246777,0.98753875,-0.37980545,-0.2693359,2854,-4.555701473601847
2859,349.0,-0.6869055,-0.15810439,0.9667228,0.88063306,-0.57163346,-0.4112101,0.2398205,0.41178605,-0.3518421,0.029595505,-0.92737913,0.6668698,-0.27913597,0.7677651,-0.36627814,-0.06815706,-0.6794069,-0.41167104,-0.1334341,2859,-0.18843724804593495
2861,357.0,-0.4396194,-0.5873444,-0.67138815,-0.83317894,-0.2465,-0.46908104,-0.38943127,-1.7268667,-0.08922847,-0.2312406,0.48273304,-0.30047387,-1.813987,-1.1537156,-1.1472135,-0.6198734,0.8663467,-0.37727356,-1.1992501,2861,-4.9238981278226195
2866,345.0,0.20813182,0.644252,1.4628644,1.224284,0.6693326,0.09238757,0.888659,0.11630245,0.11745377,-0.00030003116,-0.45652917,0.82322544,-0.08420522,0.35890877,0.08910286,0.51555145,0.76618344,-0.34815273,0.019504935,2866,2.356068769757913
2867,349.0,0.13269272,0.60089785,0.6871373,0.5498231,0.598093,-0.2160722,0.9324745,0.27961358,0.11817398,0.06710142,-0.70998883,-0.2826996,0.012136738,0.5583357,0.10519545,0.30045,0.7240716,-0.33799386,0.037265286,2867,2.4897375086132665
2868,349.0,-0.36443633,0.32027674,0.5530128,0.4849025,0.26661718,-0.50191313,0.85443026,0.33225787,-0.09727005,0.10001963,-0.82697016,-0.005473891,0.0120469,0.76068723,-0.03917165,0.03457606,0.8289976,-0.3559265,0.039091513,2868,1.372829482175982
2869,349.0,-1.1367257,-0.7681736,0.23351477,0.20398685,-0.51569545,-0.5917776,0.52151537,0.18425736,-0.7954528,-0.039256312,-1.0165774,0.70905644,-0.21810147,0.81499636,-0.46792528,-0.34927016,0.58156794,-0.50565845,-0.3718985,2869,-0.9745166050662445
2874,357.0,-0.7574855,-1.3030462,-0.68627733,-0.830766,-0.6557353,-0.63619816,-0.7829003,-2.081808,-0.19136932,-0.3830703,0.49053177,-0.6209479,-2.121069,-1.8010776,-1.161557,-1.0499146,0.09306681,-0.51317286,-1.6644039,2874,-6.090619021897305
2875,357.0,-0.33400506,-0.9692491,-0.680662,-0.7457497,-0.60220206,-0.5682686,-0.78336084,-2.1106768,-0.16100308,-0.35701728,0.48955682,-1.3397725,-1.9117184,-1.7199191,-1.0498595,-0.64060193,-0.30925536,-0.5585272,-1.4814347,2875,-5.190466648454126
2880,350.0,-0.20486407,-0.37170988,0.89974815,0.7644284,0.2979334,-0.2833242,0.48769233,-0.8458867,0.07196451,-0.10103078,0.2838647,0.022231827,-1.1985193,-0.4780691,-0.16863765,-0.7285409,0.5055568,-0.36421862,-0.68802,2880,-1.8076832847364352
2885,349.0,-0.8526151,-0.60743773,-0.8200071,-0.7916416,-0.88822013,-0.8501375,0.1663527,-0.1197873,-1.2742306,-0.19135453,-1.0609325,0.46360058,-0.38257068,0.4271556,-0.72591114,-0.29993072,-0.533719,-0.61068535,-0.88731956,2885,-2.5708712564507272
2887,218.0,0.93336755,-0.28439018,-0.7133284,-0.5897469,0.5495242,-0.2478852,-0.11004499,-0.128133,0.43935955,0.2967301,0.4510507,0.39693278,-1.0714252,0.21481045,-0.28619495,-0.40829045,0.23028493,-0.28477076,-0.19954659,2887,-2.87239010341851
2894,349.0,-0.6168368,-0.20642613,-0.07455131,0.009239881,-0.27338657,-0.63764745,0.3485678,-0.089156516,-0.654424,-0.08204353,-1.0029296,0.42868686,-0.20978962,0.4287287,-0.45149517,-0.1543018,-0.50098467,-0.6408386,-0.83756953,2894,-0.7808915753441911
2895,218.0,0.5991351,-0.34675553,-0.7549486,-0.59929776,0.4631021,-0.30676848,-0.15017025,-0.29445156,0.55950403,0.21800771,0.47493434,0.4035321,-1.2759773,-0.030594798,-0.23229599,-0.5143339,0.07939148,-0.29322785,-0.3348161,2895,-3.3795201485633837
2899,344.0,-0.0481047,0.33926332,0.4984079,0.544036,0.625289,-0.36428833,0.6889638,0.06202486,0.15142071,0.0013674521,-0.84939134,0.38877037,-0.06775084,0.71865976,-0.015933322,0.2128008,0.31441003,-0.5233276,-0.24878955,2899,3.422081105463763
2902,344.0,0.22628838,0.27795142,0.46889704,0.45791242,0.5471121,-0.16062874,0.57121074,-0.33508426,0.15478139,-0.12346126,-0.30640337,0.036604047,-0.4066546,0.38334677,0.1777802,0.17126869,0.31526756,-0.42200387,0.1684265,2902,4.712586770493586
2909,349.0,0.27385303,0.31334868,0.53382146,0.58725196,0.47748658,-0.11441887,0.5410397,-0.38977733,0.32101536,-0.11772234,-0.2591233,-0.099022195,-0.405524,0.44184378,0.19213936,-0.17962223,0.2302423,-0.40166163,0.22418503,2909,3.870405594376489
2911,218.0,1.1857677,-0.46025828,-0.8638385,-0.8294417,-0.122309804,-0.22477432,-0.106617466,0.606599,0.82799906,0.45992628,0.30921078,0.104177415,-0.5087013,-0.40210345,0.018370254,-0.22624902,0.11774187,-0.38098645,-0.23742048,2911,-2.0880883112809765
2914,344.0,0.40171543,0.2821085,-0.36882773,-0.32711086,0.38449544,-0.42934918,0.5111696,-0.440389,0.47752744,-0.111187026,-0.16895042,0.09024983,-0.4253114,0.49619415,0.24416295,-0.26469448,0.8027278,-0.334649,0.20454355,2914,3.269805100949997
2919,317.0,0.1436892,-0.1280237,-0.5280615,-0.47916478,-0.38698605,-0.5349871,0.15901133,-1.2547873,0.4239964,-0.29627246,0.20831433,-0.030679947,-0.9715095,-0.4048891,0.12824407,-0.4238416,1.088366,-0.1497127,-0.13513973,2919,0.06255428803660536
2920,317.0,0.4221734,0.20483088,-0.63863134,-0.5939601,0.124784194,-0.48820853,0.5017308,-0.69706094,0.67568785,-0.13567132,-0.025160888,-0.12815194,-0.5131106,0.22446494,0.31820387,-0.22245792,0.5598058,-0.22344966,0.2145562,2920,1.2346686412285381
2921,317.0,0.35261646,0.24377254,-0.8362487,-0.8079431,0.5342838,-0.57395965,0.52840286,-0.3130965,0.48592913,-0.017091624,-0.15725219,-0.2909382,-0.18136425,0.41356272,0.2901665,-0.20881267,-0.26159883,-0.30084154,0.24682288,2921,1.480187071169519
2931,252.0,-0.28746325,-0.20489612,-0.8642721,-0.8395696,0.19824268,-0.48322582,0.01203334,-0.46611986,0.009671776,-0.17726474,-0.44093174,-0.60007465,-0.22783458,-0.08867713,-0.40199587,1.0152359,-1.198756,-0.17083514,-0.457803,2931,-1.0515287642399915
2936,305.0,-1.376084,-1.6078236,-0.83392084,-0.8104829,-0.8540407,-0.69717246,-0.67378885,-2.0534225,0.24708036,-0.5652132,0.65576786,-0.23549704,-1.5511743,-1.7592934,-0.6538889,-0.17931843,-0.02400238,-0.10781088,-0.91773576,2936,-7.274989401561863
2937,252.0,-0.14707026,-0.20671682,0.17376569,0.1356278,-0.15247835,0.13169375,0.2991617,-0.79938596,0.12105447,-0.13286294,-0.012000536,-0.44737697,-0.6605208,-0.30528256,-0.081517406,0.597701,-0.14821218,-0.1080524,-0.11866798,2937,-1.5742947820709279
2963,373.0,0.5768871,-0.30056515,0.23370773,0.29324457,0.06537663,1.0140316,-0.004402664,-0.40318018,0.82139766,0.07674436,1.0900607,-0.06745331,0.37345973,0.29150105,-0.34696966,1.2041285,0.35620114,0.25431675,0.0913107,2963,1.7434665466251196
2964,373.0,0.7134441,0.043228798,0.29699335,0.35535645,0.23114316,1.1131742,0.16441573,-0.31259048,1.0023946,0.025971316,1.002812,0.69927174,0.41699728,0.30197403,-0.4850697,1.3172553,0.8630105,0.2955807,0.4503548,2964,4.989538696558747
2965,224.0,0.9676346,0.08440669,-0.795577,-0.7691431,0.34248772,0.7656528,0.096373126,-0.24238001,1.0848515,0.044479087,0.88144433,0.31737664,0.571383,0.4254315,-0.40080476,1.6673237,0.8875218,0.2870964,0.7751314,2965,6.275284957998747
2979,301.0,-0.5094324,-1.3948677,-0.43803072,-0.45670736,-0.775266,-0.056400865,-0.5716896,-1.8198493,-0.094269484,-0.43238276,0.85463613,0.54433435,-1.2513025,-1.6111201,-0.558841,1.1857193,0.398537,0.21058476,-0.34562433,2979,-5.00951157744012
2982,378.0,1.5742141,-0.5342728,0.17524125,0.16347802,-0.108815126,1.2308741,-0.5191835,0.5293864,1.2302012,0.685766,1.7241968,-0.682168,0.567652,0.82322776,0.7503679,-0.44486085,0.062256943,-0.02244561,0.17343561,2982,-4.935108935365005
2984,367.0,1.7345538,-0.46134484,0.27354074,0.31814805,0.428854,1.51584,-0.7107775,1.0156815,1.1123371,0.5813407,1.5331278,-0.34081843,1.4101206,1.0634596,0.66126996,0.7538216,0.38932404,0.12715638,0.55536896,2984,-1.7211402636049595
2986,367.0,1.481642,-0.17497478,-0.7553363,-0.72815907,0.6203118,0.9624282,-0.42382127,0.851367,1.1676685,0.42063662,1.2182531,0.29474643,0.89020336,0.9059267,0.581743,1.4368572,0.6022311,0.30892798,1.1199187,2986,0.7770039270854533
2991,302.0,-0.8249969,-1.831135,0.024514677,0.0078756055,-0.80957204,0.115417734,-0.43971774,-1.8970942,-0.52911836,-0.50144744,0.87072104,-0.10957406,-1.4002641,-1.998882,-0.7769634,1.4042466,0.40920135,0.01992195,-0.7575937,2991,-7.029066757906354
2994,208.0,-0.75697404,0.36786705,0.18852718,0.16057701,-0.69443357,0.24160123,0.7536495,-1.3780042,-0.3558029,-0.5372659,0.081097186,0.9903095,-0.3823142,-1.0184746,-0.8257501,1.2653129,0.18523873,0.14188237,-0.95628405,2994,1.0390323109635398
2995,208.0,-0.7761533,0.32376373,-0.8100894,-0.80105186,-0.46324974,-0.46612757,0.6424265,-0.8285282,-0.64230144,-0.51012623,-0.6012937,0.106075585,-0.122948535,-0.7221889,-0.5512355,1.4513981,-0.5552076,0.02633351,-0.9955399,2995,-0.546746137995822
2996,378.0,1.8135726,-0.65567774,0.14951302,0.1342039,-0.29076433,1.2578678,-0.6351292,0.49135613,1.2464045,0.69067585,1.7656281,-0.73742986,0.67429215,0.59340185,0.8095654,-0.14920947,0.14338122,-0.16136026,0.10691887,2996,-7.688433401856834
2998,306.0,2.3250222,-0.42135623,-0.29679042,-0.27133942,0.33899704,1.4733049,-0.6931012,1.5699002,1.3031762,0.8309002,1.7334583,-0.9317835,1.4685731,1.2440236,1.0110558,0.7433289,1.2127697,0.12868759,0.6430926,2998,-4.343468705608535
3000,306.0,1.8920801,-0.27022922,-0.29453734,-0.26108453,0.6700208,1.3360617,-0.68740255,1.4647298,1.2353622,0.6323219,1.4570899,0.47261423,1.3247507,1.1597236,0.9175621,1.312184,1.3026727,0.34975767,1.1969674,3000,-2.0604894525255273
3005,302.0,-0.52554303,-1.4572699,-0.06406881,0.046697896,-0.26578495,0.19435537,-0.2153232,-0.8961792,-0.07962652,-0.21335176,1.0086612,-0.17029887,-0.55263686,-0.94038516,-0.22313681,1.2262949,0.37801948,0.04827306,0.07757764,3005,-4.938674249306715
3019,306.0,2.0498624,-0.10174352,-0.84256834,-0.8168867,0.8362113,1.1395454,-0.47579366,1.7999808,1.2430439,0.7687578,1.5116806,0.05690198,1.4984696,1.1849296,1.0809233,1.1834742,0.9315245,0.38644373,1.3132607,3019,-2.9047315662745246
3023,315.0,0.66383344,-0.5103676,0.14362547,0.31885505,0.34135732,0.8821143,-0.05611485,0.26857302,0.58963037,0.034493357,1.0924981,0.17390196,-0.09690165,0.06844322,0.475882,0.6286537,0.7143486,0.2678685,0.71090823,3023,-3.2054510245690873
3026,254.0,-1.0950425,-0.17397243,-0.25176266,-0.32756832,-1.4870677,-0.5602432,-0.11949792,-0.5246427,-1.4756318,-0.63064194,-0.79821205,0.23395886,-0.41842705,-0.45340326,-0.49369988,0.2754381,0.29703858,-0.16630812,-0.9581199,3026,-1.046398014307944
3027,378.0,1.8573016,-1.1685004,1.4411142,1.4686884,-0.6442089,1.2612293,-1.0118521,0.26530924,0.97310865,0.47224513,1.2825928,0.8241467,0.25945684,-0.5525439,0.5995505,-0.32275808,0.3229726,-0.12305082,-0.46704087,3027,-11.102966405813808
3030,306.0,2.679713,-0.4404471,-0.24907875,-0.21514803,0.40344048,1.5076225,-0.57531166,1.7925775,1.1976746,0.9056876,1.7412567,0.6785223,1.8553357,1.0397629,1.0331018,0.8027817,1.1255635,0.2376696,0.84078616,3030,-6.476777841735926
3031,306.0,2.5055642,-0.20036858,-0.7630716,-0.7357779,0.7377789,1.2478955,-0.32523933,1.8101227,1.2162782,0.89877045,1.7120117,0.233511,1.7278997,1.1060063,1.0968659,0.93863964,1.044306,0.41930103,1.0311004,3031,-4.8162231742604416
3036,315.0,0.33522704,-0.7795167,-0.10956675,0.052015007,0.14897947,0.41252017,-0.13711023,0.11671412,0.20279126,-0.045639172,1.1275921,-0.61136,-0.2382855,-0.2626476,0.48756412,0.054415908,0.47604778,0.2718604,0.49200392,3036,-4.8678364815414215
3037,210.0,-0.38591737,0.4203679,-0.8511849,-0.8274375,-0.008265762,-0.61383283,1.1398377,-0.71597934,-0.13567798,-0.4372633,-0.05196907,0.557624,0.08528957,-0.5079642,0.09510481,0.077403516,0.8395438,0.1844844,-0.49364594,3037,2.934371454213332
3040,210.0,-0.5178712,0.578874,-0.81571245,-0.7978212,-0.51486343,-0.6071602,0.7916441,-0.03354292,-0.9420027,-0.45846236,-0.7592185,-0.01047021,0.17212301,0.21092567,-0.052881677,1.2863407,0.080529705,-0.13904907,-0.41987348,3040,2.437762961984989
3042,378.0,2.2191525,-1.5026442,-0.26057416,-0.23271932,-0.5505627,0.9374453,-1.1790619,0.71767557,0.8800897,0.5548464,1.1919323,1.0101416,-0.116004914,-0.36215234,0.7177024,-0.6208704,-0.42320642,-0.25699332,-0.29924163,3042,-11.07100276650809
3045,306.0,2.7295792,-0.15310542,-0.85433257,-0.82892823,0.4577101,1.0021317,-0.55926555,1.8447758,1.1394626,0.8553547,1.7027502,0.46017805,1.7716471,0.9296565,1.056642,1.0230144,0.9395694,0.29751214,0.8015266,3045,-6.538333665063145
3048,306.0,2.2541866,0.6508254,-0.85367924,-0.82158285,1.19138,0.7608061,0.103390284,1.8505152,1.3749508,0.67068607,1.4985206,-0.12454359,1.7377218,1.3082876,1.3601294,1.0510526,0.652441,0.32398087,1.4765959,3048,-1.64226617723756
